Date,Time,Temperature C, Temperature F,Humidity
02/03/25,12:26,19.6*C,67.3*F,27.7%
02/03/25,12:31,19.6*C,67.3*F,27.7%
02/03/25,12:36,19.6*C,67.3*F,27.7%
02/03/25,12:41,19.6*C,67.3*F,27.6%
02/03/25,12:51,19.6*C,67.3*F,27.6%
02/03/25,12:56,19.6*C,67.3*F,27.5%
02/03/25,13:01,19.6*C,67.3*F,27.5%
02/03/25,13:06,19.5*C,67.1*F,27.4%
02/03/25,13:11,19.7*C,67.5*F,27.0%
02/03/25,13:16,19.9*C,67.8*F,26.5%
02/03/25,13:26,20.1*C,68.2*F,25.5%
02/03/25,13:31,20.3*C,68.5*F,25.3%
02/03/25,13:36,20.5*C,68.9*F,25.4%
02/03/25,13:51,20.8*C,69.4*F,25.4%
02/03/25,13:56,20.9*C,69.6*F,25.3%
02/03/25,14:01,20.9*C,69.6*F,25.0%
02/03/25,14:11,21.1*C,70.0*F,24.7%
02/03/25,14:26,21.4*C,70.5*F,24.7%
02/03/25,14:31,21.4*C,70.5*F,24.7%
02/03/25,14:36,21.5*C,70.7*F,24.8%
02/03/25,14:46,21.5*C,70.7*F,24.7%
02/03/25,14:51,21.6*C,70.9*F,24.7%
02/03/25,14:56,21.6*C,70.9*F,24.6%
02/03/25,15:01,21.7*C,71.1*F,24.6%
02/03/25,15:06,21.7*C,71.1*F,24.7%
02/03/25,15:11,21.9*C,71.4*F,24.7%
02/03/25,15:16,21.9*C,71.4*F,24.8%
02/03/25,15:21,22.0*C,71.6*F,24.8%
02/03/25,15:26,22.0*C,71.6*F,24.9%
02/03/25,15:31,22.0*C,71.6*F,24.9%
02/03/25,15:36,22.1*C,71.8*F,25.0%
02/03/25,15:41,22.1*C,71.8*F,25.2%
02/03/25,15:46,22.2*C,72.0*F,26.1%
02/03/25,15:56,22.5*C,72.5*F,26.6%
02/03/25,16:01,22.6*C,72.7*F,26.5%
02/03/25,16:11,22.7*C,72.9*F,26.2%
02/03/25,16:16,22.8*C,73.0*F,26.0%
02/03/25,16:21,22.3*C,72.1*F,26.5%
02/03/25,16:26,21.3*C,70.3*F,27.1%
02/03/25,16:31,20.8*C,69.4*F,27.3%
02/03/25,16:36,20.4*C,68.7*F,27.6%
02/03/25,16:51,21.1*C,70.0*F,27.2%
02/03/25,17:01,21.9*C,71.4*F,27.0%
02/03/25,17:06,22.1*C,71.8*F,26.7%
02/03/25,17:21,20.5*C,68.9*F,27.6%
02/03/25,17:26,20.2*C,68.4*F,27.6%
02/03/25,17:31,20.0*C,68.0*F,28.1%
02/03/25,17:41,20.8*C,69.4*F,27.5%
02/03/25,17:46,21.3*C,70.3*F,27.3%
02/03/25,17:51,21.6*C,70.9*F,27.0%
02/03/25,17:56,21.9*C,71.4*F,26.7%
02/03/25,18:01,21.9*C,71.4*F,26.9%
02/03/25,18:11,20.5*C,68.9*F,27.3%
02/03/25,18:26,20.0*C,68.0*F,28.2%
02/03/25,18:36,21.1*C,70.0*F,27.7%
02/03/25,18:41,21.3*C,70.3*F,27.4%
02/03/25,18:51,21.5*C,70.7*F,26.8%
02/03/25,18:56,21.0*C,69.8*F,26.9%
02/03/25,19:06,19.9*C,67.8*F,27.4%
02/03/25,19:11,19.5*C,67.1*F,27.6%
02/03/25,19:21,19.7*C,67.5*F,27.7%
02/03/25,19:26,20.2*C,68.4*F,27.5%
02/03/25,19:31,20.5*C,68.9*F,27.0%
02/03/25,19:36,20.7*C,69.3*F,26.6%
02/03/25,19:41,20.9*C,69.6*F,26.5%
02/03/25,19:51,20.6*C,69.1*F,26.7%
02/03/25,19:56,20.0*C,68.0*F,27.2%
02/03/25,20:11,19.4*C,66.9*F,28.0%
02/03/25,20:21,20.2*C,68.4*F,27.9%
02/03/25,20:31,20.6*C,69.1*F,27.3%
02/03/25,20:36,20.8*C,69.4*F,27.2%
02/03/25,20:41,20.6*C,69.1*F,27.0%
02/03/25,20:46,20.0*C,68.0*F,27.4%
02/03/25,21:01,19.1*C,66.4*F,27.6%
02/03/25,21:06,19.7*C,67.5*F,27.9%
02/03/25,21:21,20.5*C,68.9*F,29.3%
02/03/25,21:26,20.7*C,69.3*F,30.3%
02/03/25,21:36,19.9*C,67.8*F,31.5%
02/03/25,21:41,19.4*C,66.9*F,32.3%
02/03/25,21:51,19.3*C,66.7*F,33.5%
02/03/25,21:56,19.7*C,67.5*F,33.2%
02/03/25,22:01,20.2*C,68.4*F,33.0%
02/03/25,22:07,20.7*C,69.3*F,32.8%
02/03/25,22:12,21.1*C,70.0*F,32.4%
02/03/25,22:17,21.4*C,70.5*F,32.0%
02/03/25,22:32,21.7*C,71.1*F,31.5%
02/03/25,22:37,21.7*C,71.1*F,31.4%
02/03/25,22:47,21.7*C,71.1*F,31.2%
02/03/25,23:07,21.9*C,71.4*F,31.1%
02/03/25,23:12,21.9*C,71.4*F,31.0%
02/03/25,23:22,22.0*C,71.6*F,30.9%
02/03/25,23:27,22.1*C,71.8*F,30.8%
02/03/25,23:37,22.3*C,72.1*F,31.0%
02/03/25,23:42,22.3*C,72.1*F,30.8%
02/03/25,23:47,22.3*C,72.1*F,30.7%
02/03/25,23:52,22.3*C,72.1*F,30.7%
02/03/25,23:57,22.3*C,72.1*F,30.6%
02/04/25,00:02,22.3*C,72.1*F,30.5%
02/04/25,00:07,22.5*C,72.5*F,30.4%
02/04/25,00:17,22.6*C,72.7*F,30.2%
02/04/25,00:27,22.7*C,72.9*F,29.9%
02/04/25,00:32,22.5*C,72.5*F,30.1%
02/04/25,00:37,22.3*C,72.1*F,30.2%
02/04/25,00:42,22.2*C,72.0*F,30.1%
02/04/25,00:47,22.5*C,72.5*F,29.9%
02/04/25,00:52,22.5*C,72.5*F,29.8%
02/04/25,01:02,22.6*C,72.7*F,29.7%
02/04/25,01:07,22.6*C,72.7*F,29.7%
02/04/25,01:12,22.3*C,72.1*F,29.9%
02/04/25,01:22,22.0*C,71.6*F,30.1%
02/04/25,01:27,21.9*C,71.4*F,30.2%
02/04/25,01:32,21.9*C,71.4*F,30.2%
02/04/25,01:37,21.8*C,71.2*F,30.2%
02/04/25,01:47,21.7*C,71.1*F,30.2%
02/04/25,01:52,21.7*C,71.1*F,30.2%
02/04/25,02:02,21.5*C,70.7*F,30.2%
02/04/25,02:07,21.5*C,70.7*F,30.2%
02/04/25,02:17,21.5*C,70.7*F,30.2%
02/04/25,02:22,21.5*C,70.7*F,30.2%
02/04/25,02:27,21.5*C,70.7*F,30.2%
02/04/25,02:37,21.4*C,70.5*F,30.1%
02/04/25,02:42,21.4*C,70.5*F,30.2%
02/04/25,02:47,21.4*C,70.5*F,30.2%
02/04/25,02:57,21.4*C,70.5*F,30.1%
02/04/25,03:02,21.4*C,70.5*F,30.1%
02/04/25,03:17,21.4*C,70.5*F,30.1%
02/04/25,03:22,21.3*C,70.3*F,30.1%
02/04/25,03:27,21.3*C,70.3*F,30.1%
02/04/25,03:32,21.3*C,70.3*F,30.1%
02/04/25,03:42,21.3*C,70.3*F,30.1%
02/04/25,03:47,21.3*C,70.3*F,30.1%
02/04/25,03:52,21.2*C,70.2*F,30.1%
02/04/25,04:02,21.1*C,70.0*F,30.1%
02/04/25,04:07,21.1*C,70.0*F,30.1%
02/04/25,04:12,21.1*C,70.0*F,30.0%
02/04/25,04:17,21.1*C,70.0*F,30.0%
02/04/25,04:22,21.1*C,70.0*F,30.0%
02/04/25,04:27,21.1*C,70.0*F,30.0%
02/04/25,04:32,21.1*C,70.0*F,30.0%
02/04/25,04:52,21.1*C,70.0*F,30.0%
02/04/25,04:57,21.1*C,70.0*F,30.0%
02/04/25,05:02,21.0*C,69.8*F,30.0%
02/04/25,05:07,21.0*C,69.8*F,30.0%
02/04/25,05:12,21.0*C,69.8*F,30.0%
02/04/25,05:32,21.0*C,69.8*F,29.9%
02/04/25,05:37,21.0*C,69.8*F,29.9%
02/04/25,05:42,20.9*C,69.6*F,29.9%
02/04/25,05:47,20.9*C,69.6*F,29.8%
02/04/25,05:52,20.9*C,69.6*F,29.9%
02/04/25,05:57,20.9*C,69.6*F,29.9%
02/04/25,06:02,20.9*C,69.6*F,29.8%
02/04/25,06:07,20.9*C,69.6*F,29.8%
02/04/25,06:12,20.9*C,69.6*F,29.8%
02/04/25,06:22,20.9*C,69.6*F,29.8%
02/04/25,06:27,20.9*C,69.6*F,29.7%
02/04/25,06:32,20.8*C,69.4*F,29.8%
02/04/25,06:37,20.8*C,69.4*F,29.7%
02/04/25,06:42,20.8*C,69.4*F,29.7%
02/04/25,06:47,20.8*C,69.4*F,29.7%
02/04/25,07:02,20.8*C,69.4*F,29.7%
02/04/25,07:07,20.7*C,69.3*F,29.6%
02/04/25,07:12,20.7*C,69.3*F,29.6%
02/04/25,07:17,20.7*C,69.3*F,29.6%
02/04/25,07:32,20.7*C,69.3*F,29.5%
02/04/25,07:37,20.7*C,69.3*F,29.5%
02/04/25,07:47,20.7*C,69.3*F,29.5%
02/04/25,07:52,20.7*C,69.3*F,29.4%
02/04/25,07:57,20.6*C,69.1*F,29.4%
02/04/25,08:02,20.7*C,69.3*F,29.4%
02/04/25,08:07,20.6*C,69.1*F,29.4%
02/04/25,08:17,20.6*C,69.1*F,29.3%
02/04/25,08:22,20.6*C,69.1*F,29.3%
02/04/25,08:27,20.6*C,69.1*F,29.3%
02/04/25,08:32,20.6*C,69.1*F,29.2%
02/04/25,08:37,20.6*C,69.1*F,29.2%
02/04/25,08:47,20.6*C,69.1*F,29.2%
02/04/25,08:52,20.6*C,69.1*F,29.1%
02/04/25,09:07,20.6*C,69.1*F,29.1%
02/04/25,09:17,20.5*C,68.9*F,29.0%
02/04/25,09:22,20.5*C,68.9*F,29.0%
02/04/25,09:27,20.5*C,68.9*F,29.0%
02/04/25,09:37,20.5*C,68.9*F,28.9%
02/04/25,09:47,20.5*C,68.9*F,28.9%
02/04/25,09:57,20.5*C,68.9*F,28.8%
02/04/25,10:02,20.5*C,68.9*F,28.8%
02/04/25,10:07,20.5*C,68.9*F,28.8%
02/04/25,10:12,20.5*C,68.9*F,28.7%
02/04/25,10:17,20.5*C,68.9*F,28.7%
02/04/25,10:22,20.5*C,68.9*F,28.7%
02/04/25,10:27,20.5*C,68.9*F,28.7%
02/04/25,10:32,20.5*C,68.9*F,28.7%
02/04/25,10:37,20.5*C,68.9*F,28.6%
02/04/25,10:42,20.5*C,68.9*F,28.6%
02/04/25,10:47,20.5*C,68.9*F,28.6%
02/04/25,11:02,20.5*C,68.9*F,28.6%
02/04/25,11:07,20.4*C,68.7*F,28.5%
02/04/25,11:12,20.4*C,68.7*F,28.5%
02/04/25,11:22,20.4*C,68.7*F,28.5%
02/04/25,11:27,20.4*C,68.7*F,28.4%
02/04/25,11:37,20.4*C,68.7*F,28.4%
02/04/25,11:47,20.4*C,68.7*F,28.4%
02/04/25,11:52,20.3*C,68.5*F,28.3%
02/04/25,11:57,20.3*C,68.5*F,28.3%
02/04/25,12:02,20.3*C,68.5*F,28.3%
02/04/25,12:07,20.3*C,68.5*F,28.3%
02/04/25,12:12,20.3*C,68.5*F,28.3%
02/04/25,12:17,20.3*C,68.5*F,28.3%
02/04/25,12:23,20.3*C,68.5*F,28.3%
02/04/25,12:28,20.3*C,68.5*F,28.2%
02/04/25,12:33,20.3*C,68.5*F,28.2%
02/04/25,12:43,20.3*C,68.5*F,28.2%
02/04/25,12:53,20.3*C,68.5*F,28.2%
02/04/25,12:58,20.3*C,68.5*F,28.2%
02/04/25,13:03,20.3*C,68.5*F,28.2%
02/04/25,13:13,20.5*C,68.9*F,28.0%
02/04/25,13:23,20.8*C,69.4*F,27.5%
02/04/25,13:28,20.9*C,69.6*F,27.4%
02/04/25,13:33,21.0*C,69.8*F,27.2%
02/04/25,13:38,21.1*C,70.0*F,27.2%
02/04/25,13:48,21.3*C,70.3*F,27.1%
02/04/25,13:53,21.3*C,70.3*F,27.1%
02/04/25,14:18,21.5*C,70.7*F,26.6%
02/04/25,14:23,21.6*C,70.9*F,26.7%
02/04/25,14:28,21.7*C,71.1*F,26.7%
02/04/25,14:33,21.7*C,71.1*F,26.6%
02/04/25,14:38,21.7*C,71.1*F,26.6%
02/04/25,14:43,21.7*C,71.1*F,26.5%
02/04/25,14:48,21.8*C,71.2*F,26.4%
02/04/25,14:53,21.9*C,71.4*F,26.4%
02/04/25,14:58,21.9*C,71.4*F,26.4%
02/04/25,15:03,22.0*C,71.6*F,26.4%
02/04/25,15:08,22.0*C,71.6*F,26.5%
02/04/25,15:13,22.0*C,71.6*F,26.5%
02/04/25,15:18,22.1*C,71.8*F,26.4%
02/04/25,15:23,22.1*C,71.8*F,26.4%
02/04/25,15:33,22.2*C,72.0*F,26.3%
02/04/25,15:43,22.4*C,72.3*F,26.4%
02/04/25,15:48,22.1*C,71.8*F,29.5%
02/04/25,15:53,21.9*C,71.4*F,29.2%
02/04/25,16:13,22.8*C,73.0*F,28.4%
02/04/25,16:23,23.0*C,73.4*F,28.4%
02/04/25,16:33,22.4*C,72.3*F,28.1%
02/04/25,16:43,21.8*C,71.2*F,28.2%
02/04/25,16:48,21.9*C,71.4*F,28.0%
02/04/25,16:53,21.8*C,71.2*F,28.2%
02/04/25,17:03,22.2*C,72.0*F,28.1%
02/04/25,17:08,22.4*C,72.3*F,28.2%
02/04/25,17:13,22.2*C,72.0*F,27.3%
02/04/25,17:18,21.8*C,71.2*F,27.6%
02/04/25,17:23,21.9*C,71.4*F,28.2%
02/04/25,17:28,21.9*C,71.4*F,28.0%
02/04/25,17:43,22.0*C,71.6*F,28.7%
02/04/25,17:58,22.3*C,72.1*F,28.0%
02/04/25,18:08,21.9*C,71.4*F,28.3%
02/04/25,18:13,22.0*C,71.6*F,28.1%
02/04/25,18:28,22.1*C,71.8*F,28.2%
02/04/25,18:43,21.8*C,71.2*F,27.3%
02/04/25,18:48,21.0*C,69.8*F,27.5%
02/04/25,18:58,21.2*C,70.2*F,27.3%
02/04/25,19:08,21.9*C,71.4*F,26.8%
02/04/25,19:13,21.9*C,71.4*F,26.9%
02/04/25,19:18,21.9*C,71.4*F,26.7%
02/04/25,19:23,21.6*C,70.9*F,27.1%
02/04/25,19:33,21.7*C,71.1*F,27.4%
02/04/25,19:38,21.9*C,71.4*F,27.5%
02/04/25,19:43,22.3*C,72.1*F,27.3%
02/04/25,19:58,22.0*C,71.6*F,27.2%
02/04/25,20:13,21.7*C,71.1*F,27.5%
02/04/25,20:18,21.8*C,71.2*F,27.5%
